-9712,7.7,0,286
-9711,7.7,0,287
-9710,7.7,0,288
-9709,7.7,0,289
-9708,7.7,0,290
-9707,7.7,0,291
-9706,7.7,0,292
-9705,7.7,0,293
-9704,7.7,0,294
-9703,7.7,0,295
-9702,7.7,0,296
-9701,7.7,0,297
-9700,7.7,0,298
-9699,7.7,0,299
-9698,7.7,0,300
-9697,7.7,0,301
-9696,7.7,0,302
-9695,7.7,0,303
-9694,7.7,0,304
-9693,7.7,0,305
-9692,7.7,0,306
-9691,7.7,0,307
-9690,7.7,0,308
-9689,7.7,0,309
-9688,7.7,0,310
-9687,7.7,0,311
-9686,7.7,0,312
-9685,7.7,0,313
-9684,7.7,0,314
-9683,7.7,0,315
-9682,7.7,0,316
-9681,7.7,0,317
-9680,7.7,0,318
-9679,7.7,0,319
-9678,7.7,0,320
-9677,7.7,0,321
-9676,7.7,0,322
-9675,7.7,0,323
-9674,7.7,0,324
-9673,7.7,0,325
-9672,7.7,0,326
-9671,7.7,0,327
-9670,7.7,0,328
-9669,7.7,0,329
-9668,7.7,0,330
-9667,7.7,0,331
-9666,7.7,0,332
-9665,7.7,0,333
-9664,7.7,0,334
-9663,7.7,0,335
-9662,7.7,0,336
-9661,7.7,0,337
-9660,7.7,0,338
-9659,7.7,0,339
-9658,7.7,0,340
-9657,7.7,0,341
-9656,7.7,0,342
-9655,7.7,0,343
-9654,7.7,0,344
-9653,7.7,0,345
-9652,7.7,0,346
-9651,7.7,0,347
-9650,7.7,0,348
-9649,7.7,0,349
-9648,7.7,0,350
-9647,7.7,0,351
-9646,7.7,0,352
-9645,7.7,0,353
-9644,7.7,0,354
-9643,7.7,0,355
-9642,7.7,0,356
-9641,7.7,0,357
-9640,7.7,0,358
-9639,7.7,0,359
-9638,7.7,0,360
-9637,7.7,0,361
-9636,7.7,0,362
-9635,7.7,0,363
-9634,7.7,0,364
-9633,7.7,0,365
-9632,7.7,0,366
-9631,7.7,0,367
-9630,7.7,0,368
-9629,7.7,0,369
-9628,7.7,0,370
-9627,7.7,0,371
-9626,7.7,0,372
-9625,7.7,0,373
-9624,7.7,0,374
-9623,7.7,0,375
-9622,7.7,0,376
-9621,7.7,0,377
-9620,7.7,0,378
-9619,7.7,0,379
-9618,7.7,0,380
-9617,7.7,0,381
-9616,7.7,0,382
-9615,7.7,0,383
-9614,7.7,0,384
-9613,7.7,0,385
-9612,7.7,0,386
-9611,7.7,0,387
-9610,7.7,0,388
-9609,7.7,0,389
-9608,7.7,0,390
-9607,7.7,0,391
-9606,7.7,0,392
-9605,7.7,0,393
-9604,7.7,0,394
-9603,7.7,0,395
-9602,7.7,0,396
-9601,7.7,0,397
-9600,7.7,0,398
-9599,7.7,0,399
