-9998,7.7,0,0
-9997,7.7,0,1
-9996,7.7,0,2
-9995,7.7,0,3
-9994,7.7,0,4
-9993,7.7,0,5
-9992,7.7,0,6
-9991,7.7,0,7
-9990,7.7,0,8
-9989,7.7,0,9
-9988,7.7,0,10
-9987,7.7,0,11
-9986,7.7,0,12
-9985,7.7,0,13
-9984,7.7,0,14
-9983,7.7,0,15
-9982,7.7,0,16
-9981,7.7,0,17
-9980,7.7,0,18
-9979,7.7,0,19
-9978,7.7,0,20
-9977,7.7,0,21
-9976,7.7,0,22
-9975,7.7,0,23
-9974,7.7,0,24
-9973,7.7,0,25
-9972,7.7,0,26
-9971,7.7,0,27
-9970,7.7,0,28
-9969,7.7,0,29
-9968,7.7,0,30
-9967,7.7,0,31
-9966,7.7,0,32
-9965,7.7,0,33
-9964,7.7,0,34
-9963,7.7,0,35
-9962,7.7,0,36
-9961,7.7,0,37
-9960,7.7,0,38
-9959,7.7,0,39
-9958,7.7,0,40
-9957,7.7,0,41
-9956,7.7,0,42
-9955,7.7,0,43
-9954,7.7,0,44
-9953,7.7,0,45
-9952,7.7,0,46
-9951,7.7,0,47
-9950,7.7,0,48
-9949,7.7,0,49
-9948,7.7,0,50
-9947,7.7,0,51
-9946,7.7,0,52
-9945,7.7,0,53
-9944,7.7,0,54
-9943,7.7,0,55
-9942,7.7,0,56
-9941,7.7,0,57
-9940,7.7,0,58
-9939,7.7,0,59
-9938,7.7,0,60
-9937,7.7,0,61
-9936,7.7,0,62
-9935,7.7,0,63
-9934,7.7,0,64
-9933,7.7,0,65
-9932,7.7,0,66
-9931,7.7,0,67
-9930,7.7,0,68
-9929,7.7,0,69
-9928,7.7,0,70
-9927,7.7,0,71
-9926,7.7,0,72
-9925,7.7,0,73
-9924,7.7,0,74
-9923,7.7,0,75
-9922,7.7,0,76
-9921,7.7,0,77
-9920,7.7,0,78
-9919,7.7,0,79
-9918,7.7,0,80
-9917,7.7,0,81
-9916,7.7,0,82
-9915,7.7,0,83
-9914,7.7,0,84
-9913,7.7,0,85
-9912,7.7,0,86
-9911,7.7,0,87
-9910,7.7,0,88
-9909,7.7,0,89
-9908,7.7,0,90
-9907,7.7,0,91
-9906,7.7,0,92
-9905,7.7,0,93
-9904,7.7,0,94
-9903,7.7,0,95
-9902,7.7,0,96
-9901,7.7,0,97
-9900,7.7,0,98
-9899,7.7,0,99
-9898,7.7,0,100
-9897,7.7,0,101
-9896,7.7,0,102
-9895,7.7,0,103
-9894,7.7,0,104
-9893,7.7,0,105
-9892,7.7,0,106
-9891,7.7,0,107
-9890,7.7,0,108
-9889,7.7,0,109
-9888,7.7,0,110
-9887,7.7,0,111
-9886,7.7,0,112
-9885,7.7,0,113
-9884,7.7,0,114
-9883,7.7,0,115
-9882,7.7,0,116
-9881,7.7,0,117
-9880,7.7,0,118
-9879,7.7,0,119
-9878,7.7,0,120
-9877,7.7,0,121
-9876,7.7,0,122
-9875,7.7,0,123
-9874,7.7,0,124
-9873,7.7,0,125
-9872,7.7,0,126
-9871,7.7,0,127
-9870,7.7,0,128
-9869,7.7,0,129
-9868,7.7,0,130
-9867,7.7,0,131
-9866,7.7,0,132
-9865,7.7,0,133
-9864,7.7,0,134
-9863,7.7,0,135
-9862,7.7,0,136
-9861,7.7,0,137
-9860,7.7,0,138
-9859,7.7,0,139
-9858,7.7,0,140
-9857,7.7,0,141
-9856,7.7,0,142
-9855,7.7,0,143
-9854,7.7,0,144
-9853,7.7,0,145
-9852,7.7,0,146
-9851,7.7,0,147
-9850,7.7,0,148
-9849,7.7,0,149
-9848,7.7,0,150
-9847,7.7,0,151
-9846,7.7,0,152
-9845,7.7,0,153
-9844,7.7,0,154
-9843,7.7,0,155
-9842,7.7,0,156
-9841,7.7,0,157
-9840,7.7,0,158
-9839,7.7,0,159
-9838,7.7,0,160
-9837,7.7,0,161
-9836,7.7,0,162
-9835,7.7,0,163
-9834,7.7,0,164
-9833,7.7,0,165
-9832,7.7,0,166
-9831,7.7,0,167
-9830,7.7,0,168
-9829,7.7,0,169
-9828,7.7,0,170
-9827,7.7,0,171
-9826,7.7,0,172
-9825,7.7,0,173
-9824,7.7,0,174
-9823,7.7,0,175
-9822,7.7,0,176
-9821,7.7,0,177
-9820,7.7,0,178
-9819,7.7,0,179
-9818,7.7,0,180
-9817,7.7,0,181
-9816,7.7,0,182
-9815,7.7,0,183
-9814,7.7,0,184
-9813,7.7,0,185
-9812,7.7,0,186
-9811,7.7,0,187
-9810,7.7,0,188
-9809,7.7,0,189
-9808,7.7,0,190
-9807,7.7,0,191
-9806,7.7,0,192
-9805,7.7,0,193
-9804,7.7,0,194
-9803,7.7,0,195
-9802,7.7,0,196
-9801,7.7,0,197
-9800,7.7,0,198
-9799,7.7,0,199
-9798,7.7,0,200
-9797,7.7,0,201
-9796,7.7,0,202
-9795,7.7,0,203
-9794,7.7,0,204
-9793,7.7,0,205
-9792,7.7,0,206
-9791,7.7,0,207
-9790,7.7,0,208
-9789,7.7,0,209
-9788,7.7,0,210
-9787,7.7,0,211
-9786,7.7,0,212
-9785,7.7,0,213
-9784,7.7,0,214
-9783,7.7,0,215
-9782,7.7,0,216
-9781,7.7,0,217
-9780,7.7,0,218
-9779,7.7,0,219
-9778,7.7,0,220
-9777,7.7,0,221
-9776,7.7,0,222
-9775,7.7,0,223
-9774,7.7,0,224
-9773,7.7,0,225
-9772,7.7,0,226
-9771,7.7,0,227
-9770,7.7,0,228
-9769,7.7,0,229
-9768,7.7,0,230
-9767,7.7,0,231
-9766,7.7,0,232
-9765,7.7,0,233
-9764,7.7,0,234
-9763,7.7,0,235
-9762,7.7,0,236
-9761,7.7,0,237
-9760,7.7,0,238
-9759,7.7,0,239
-9758,7.7,0,240
-9757,7.7,0,241
-9756,7.7,0,242
-9755,7.7,0,243
-9754,7.7,0,244
-9753,7.7,0,245
-9752,7.7,0,246
-9751,7.7,0,247
-9750,7.7,0,248
-9749,7.7,0,249
-9748,7.7,0,250
-9747,7.7,0,251
-9746,7.7,0,252
-9745,7.7,0,253
-9744,7.7,0,254
-9743,7.7,0,255
-9742,7.7,0,256
-9741,7.7,0,257
-9740,7.7,0,258
-9739,7.7,0,259
-9738,7.7,0,260
-9737,7.7,0,261
-9736,7.7,0,262
-9735,7.7,0,263
-9734,7.7,0,264
-9733,7.7,0,265
-9732,7.7,0,266
-9731,7.7,0,267
-9730,7.7,0,268
-9729,7.7,0,269
-9728,7.7,0,270
-9727,7.7,0,271
-9726,7.7,0,272
-9725,7.7,0,273
-9724,7.7,0,274
-9723,7.7,0,275
-9722,7.7,0,276
-9721,7.7,0,277
-9720,7.7,0,278
-9719,7.7,0,279
-9718,7.7,0,280
-9717,7.7,0,281
-9716,7.7,0,282
-9715,7.7,0,283
-9714,7.7,0,284
-9713,7.7,0,285
