-201.5,-200
-201.499410713779,-200.487321249114
-201.497642858562,-200.974639647889
-201.494696444691,-201.461952346001
-201.490571489397,-201.949256493162
-201.485268016809,-202.436549239132
-201.478786057946,-202.923827733738
-201.47112565072,-203.411089126891
-201.462286839939,-203.898330568602
-201.4522696773,-204.385549208997
-201.441074221392,-204.872742198339
-201.4287005377,-205.359906687036
-201.415148698595,-205.847039825668
-201.400418783343,-206.334138764995
-201.384510878098,-206.821200655977
-201.367425075907,-207.308222649792
-201.349161476704,-207.795201897851
-201.329720187312,-208.282135551816
-201.309101321444,-208.769020763613
-201.287304999699,-209.255854685453
-201.264331349564,-209.742634469848
-201.240180505411,-210.229357269626
-201.214852608499,-210.716020237946
-201.18834780697,-211.20262052832
-201.160666255852,-211.689155294626
-201.131808117052,-212.175621691123
-201.101773559363,-212.662016872474
-201.070562758456,-213.148337993754
-201.038175896882,-213.634582210474
-201.004613164074,-214.120746678594
-200.969874756338,-214.606828554541
-200.93396087686,-215.092824995225
-200.8968717357,-215.578733158054
-200.858607549791,-216.064550200955
-200.819168542941,-216.550273282386
-200.778554945829,-217.035899561356
-200.736766996003,-217.521426197439
-200.693804937881,-218.006850350791
-200.649669022747,-218.492169182171
-200.604359508753,-218.97737985295
-200.557876660912,-219.462479525134
-200.510220751104,-219.947465361377
-200.461392058068,-220.432334525001
-200.411390867402,-220.917084180006
-200.360217471563,-221.401711491097
-200.307872169863,-221.886213623689
-200.254355268471,-222.370587743932
-200.199667080406,-222.854831018726
-200.14380792554,-223.338940615732
-200.086778130591,-223.822913703398
-200.028578029128,-224.306747450966
-199.969207961562,-224.790439028496
-199.908668275148,-225.273985606878
-199.846959323983,-225.757384357852
-199.784081469003,-226.240632454019
-199.720035077978,-226.723727068865
-199.654820525517,-227.206665376771
-199.588438193059,-227.689444553035
-199.520888468873,-228.172061773883
-199.452171748059,-228.654514216489
-199.382288432538,-229.136799058992
-199.31123893106,-229.61891348051
-199.239023659191,-230.100854661159
-199.165643039319,-230.582619782067
-199.091097500647,-231.064206025393
-199.01538747919,-231.54561057434
-198.938513417777,-232.026830613177
-198.860475766043,-232.50786332725
-198.78127498043,-232.988705903001
-198.700911524184,-233.469355527984
-198.619385867349,-233.949809390882
-198.536698486769,-234.430064681524
-198.452849866081,-234.910118590897
-198.367840495717,-235.389968311171
-198.281670872895,-235.869611035706
